Store,Dept,Date,Weekly_Sales,IsHoliday
1,2,2012-09-28,45784.76,False
1,2,2012-10-12,42112.67,False
1,3,2011-11-18,10104.36,False
1,3,2011-12-02,10146.54,False
1,3,2011-12-09,12955.55,False
1,3,2011-12-16,13180.05,False
1,3,2011-12-30,8848.44,True
1,3,2012-01-20,11702.08,False
1,3,2012-01-27,10613.17,False
1,3,2012-02-10,12388.85,True
1,3,2012-02-24,10502.4,False
1,3,2012-03-09,11925.71,False
1,3,2012-03-16,8845.73,False
1,3,2012-03-30,9129.23,False
1,3,2012-04-06,9335.24,False
1,3,2012-04-13,7927.73,False
1,3,2012-04-20,8647.36,False
1,3,2012-04-27,8635.62,False
1,3,2012-05-04,10655.35,False
1,3,2012-05-18,8609.82,False
1,3,2012-05-25,8345.33,False
1,3,2012-06-01,7175.77,False
1,3,2012-06-15,8016.26,False
1,3,2012-06-22,7301.41,False
1,3,2012-06-29,7577.59,False
1,3,2012-07-20,20126.95,False
1,3,2012-07-27,22716.7,False
1,3,2012-08-03,30331.69,False
1,3,2012-08-10,28257.3,False
1,3,2012-08-17,31905.97,False
1,3,2012-08-24,43712.78,False
1,3,2012-08-31,50701.3,False
1,3,2012-09-07,18368.51,True
1,3,2012-09-21,13403.63,False
1,3,2012-10-05,11676.98,False
1,3,2012-10-12,10487.17,False
1,4,2011-11-11,36826.52,False
1,4,2011-12-02,38489.63,False
1,4,2011-12-16,38266.47,False
1,4,2011-12-23,47785.93,False
1,4,2012-01-06,40925.76,False
1,4,2012-02-03,40274.83,False
1,4,2012-02-10,39305.13,True
1,4,2012-02-17,36550.46,False
1,4,2012-02-24,34953.85,False
1,4,2012-03-02,38459.98,False
1,4,2012-03-09,38934.77,False
1,4,2012-03-16,38125.32,False
1,4,2012-03-23,36586.52,False
1,4,2012-04-06,42060.21,False
1,4,2012-04-20,36350.03,False
1,4,2012-05-04,41897.55,False
1,4,2012-05-11,35840.06,False
1,4,2012-05-18,34536.29,False
1,4,2012-05-25,38270.34,False
1,4,2012-06-01,41566.55,False
1,4,2012-06-15,39019.74,False
1,4,2012-06-22,37400.31,False
1,4,2012-06-29,39758.77,False
1,4,2012-07-13,38073.91,False
1,4,2012-07-27,35197.59,False
1,4,2012-08-03,41305.39,False
1,4,2012-08-17,38105.9,False
1,4,2012-08-24,36674.67,False
1,4,2012-08-31,37802.97,False
1,4,2012-09-07,39549.27,True
1,4,2012-09-14,35044.06,False
1,4,2012-09-21,34507.34,False
1,4,2012-10-05,39311.93,False
1,4,2012-10-12,35446.18,False
1,4,2012-10-19,35549.19,False
1,5,2011-11-11,31002.65,False
1,5,2011-11-18,27339.37,False
1,5,2011-11-25,79340.15,True
1,5,2011-12-09,41782.13,False
1,5,2011-12-23,61483.82,False
1,5,2012-01-06,23105.81,False
1,5,2012-01-13,19281.61,False
1,5,2012-01-27,21376.42,False
1,5,2012-02-03,28307.43,False
1,5,2012-02-17,46219.96,False
1,5,2012-02-24,30797.88,False
1,5,2012-03-09,25492.21,False
1,5,2012-03-16,29345.72,False
1,5,2012-03-30,22392.09,False
1,5,2012-04-06,28386.81,False
1,5,2012-04-13,18458.33,False
1,5,2012-04-20,16645.01,False
1,5,2012-04-27,17170.39,False
1,5,2012-05-11,17277.63,False
1,5,2012-05-25,18625.67,False
1,5,2012-06-01,17233.25,False
1,5,2012-06-15,21376.63,False
1,5,2012-06-22,24337.24,False
1,5,2012-07-06,19684.48,False
1,5,2012-07-20,17896.46,False
1,5,2012-08-17,15440.65,False
1,5,2012-08-24,22446.23,False
1,5,2012-08-31,18615.76,False
1,5,2012-09-14,19369.52,False
1,5,2012-10-05,25508.81,False
1,5,2012-10-12,20920.03,False
1,5,2012-10-19,20413.83,False
1,5,2012-10-26,25846.94,False
1,6,2011-11-11,3527.62,False
1,6,2011-11-18,2640.98,False
1,6,2011-12-02,5240.63,False
1,6,2011-12-09,6714.41,False
1,6,2011-12-30,6629.6,True
1,6,2012-01-06,3665.25,False
1,6,2012-01-13,2460.92,False
1,6,2012-01-20,2427.46,False
1,6,2012-01-27,1649.4,False
1,6,2012-02-03,3981.09,False
1,6,2012-02-17,4223.42,False
1,6,2012-02-24,3784.06,False
1,6,2012-03-16,3905.72,False
1,6,2012-03-23,2856.83,False
1,6,2012-04-06,4764.43,False
1,6,2012-04-20,2988.96,False
1,6,2012-04-27,3319.32,False
1,6,2012-05-04,4658.18,False
1,6,2012-05-11,3574.83,False
1,6,2012-05-18,6030.81,False
1,6,2012-06-08,4888.46,False
1,6,2012-06-15,4087.58,False
1,6,2012-06-22,4870.31,False
1,6,2012-06-29,4774.5,False
1,6,2012-07-13,2776.97,False
1,6,2012-07-27,2545.65,False
1,6,2012-08-03,3412.58,False
1,6,2012-08-10,-139.65,False
1,6,2012-08-17,2725.3,False
1,6,2012-08-24,2626.5,False
1,6,2012-08-31,2987.07,False
1,6,2012-09-07,2576.64,True
1,6,2012-09-28,3168.68,False
1,6,2012-10-05,3843.29,False
1,6,2012-10-26,4032.5,False
1,7,2011-11-18,21953.16,False
1,7,2011-12-02,33118.33,False
1,7,2011-12-09,47751.41,False
1,7,2011-12-16,69511.06,False
1,7,2011-12-23,119302.15,False
1,7,2012-01-13,9194.61,False
1,7,2012-01-20,10189.61,False
1,7,2012-01-27,11228.15,False
1,7,2012-02-17,16849.62,False
1,7,2012-03-02,16473.91,False
1,7,2012-03-16,20690.01,False
1,7,2012-03-23,15628.59,False
1,7,2012-03-30,18684.0,False
1,7,2012-04-06,27171.41,False
1,7,2012-04-13,21302.3,False
1,7,2012-04-20,19056.92,False
1,7,2012-04-27,18704.53,False
1,7,2012-05-04,22956.83,False
1,7,2012-05-11,23036.8,False
1,7,2012-05-18,19180.11,False
1,7,2012-05-25,28671.98,False
1,7,2012-06-08,30052.56,False
1,7,2012-06-29,24077.39,False
1,7,2012-07-06,27364.96,False
1,7,2012-07-13,18427.17,False
1,7,2012-07-20,16528.1,False
1,7,2012-07-27,17171.35,False
1,7,2012-08-03,16916.29,False
1,7,2012-08-10,16552.49,False
1,7,2012-08-31,15802.09,False
1,7,2012-09-14,15525.82,False
1,7,2012-10-05,22071.39,False
1,7,2012-10-12,20212.71,False
1,7,2012-10-19,21937.45,False
1,8,2011-11-11,34003.52,False
1,8,2011-11-18,33169.55,False
1,8,2011-12-02,35886.92,False
1,8,2011-12-09,38226.32,False
1,8,2011-12-23,41062.58,False
1,8,2011-12-30,32419.78,True
1,8,2012-01-06,36797.0,False
1,8,2012-01-27,34644.25,False
1,8,2012-02-03,40069.47,False
1,8,2012-02-10,38317.89,True
1,8,2012-02-17,37244.73,False
1,8,2012-03-02,40307.19,False
1,8,2012-03-09,36553.82,False
1,8,2012-03-16,36141.27,False
1,8,2012-03-30,37745.71,False
1,8,2012-04-06,41917.56,False
1,8,2012-04-13,37295.29,False
1,8,2012-04-20,36930.94,False
1,8,2012-04-27,38531.76,False
1,8,2012-05-04,41589.1,False
1,8,2012-05-11,37702.53,False
1,8,2012-05-25,39067.0,False
1,8,2012-06-01,41039.74,False
1,8,2012-06-08,40236.23,False
1,8,2012-06-15,38163.76,False
1,8,2012-06-22,37693.88,False
1,8,2012-06-29,37647.44,False
1,8,2012-07-20,37797.31,False
1,8,2012-07-27,36981.9,False
1,8,2012-08-17,36294.18,False
1,8,2012-08-24,33855.28,False
1,8,2012-08-31,37666.92,False
1,8,2012-09-14,37346.83,False
1,8,2012-10-05,42663.75,False
1,8,2012-10-12,37248.47,False
1,8,2012-10-19,38668.75,False
1,8,2012-10-26,39255.35,False
1,9,2011-11-11,37670.13,False
1,9,2011-11-18,28932.57,False
1,9,2011-11-25,42228.79,True
1,9,2011-12-02,23042.52,False
1,9,2011-12-09,27724.56,False
1,9,2011-12-16,31948.63,False
1,9,2012-01-06,20705.21,False
1,9,2012-01-13,15416.12,False
1,9,2012-01-27,14728.57,False
1,9,2012-02-10,20985.41,True
1,9,2012-03-02,30503.3,False
1,9,2012-03-09,28291.68,False
1,9,2012-03-16,37941.84,False
1,9,2012-03-23,33541.36,False
1,9,2012-03-30,50382.47,False
1,9,2012-04-06,41235.34,False
1,9,2012-04-13,33136.94,False
1,9,2012-04-20,28111.87,False
1,9,2012-04-27,30359.94,False
1,9,2012-05-04,31552.3,False
1,9,2012-05-11,28043.48,False
1,9,2012-05-18,26160.37,False
1,9,2012-05-25,29338.57,False
1,9,2012-06-08,30307.11,False
1,9,2012-06-15,30249.01,False
1,9,2012-06-22,28249.43,False
1,9,2012-06-29,25081.23,False
1,9,2012-07-27,22921.21,False
1,9,2012-08-03,23780.97,False
1,9,2012-08-17,23503.86,False
1,9,2012-08-24,26262.95,False
1,9,2012-08-31,41634.69,False
1,9,2012-09-21,33889.72,False
1,9,2012-09-28,40712.85,False
1,9,2012-10-12,37126.23,False
1,9,2012-10-19,36690.81,False
1,10,2011-12-02,32006.18,False
1,10,2011-12-16,30816.81,False
1,10,2011-12-23,30434.19,False
1,10,2011-12-30,26147.46,True
1,10,2012-01-06,29927.33,False
1,10,2012-01-13,23995.69,False
1,10,2012-01-20,25331.83,False
1,10,2012-01-27,23650.22,False
1,10,2012-02-03,33524.28,False
1,10,2012-02-10,37764.38,True
1,10,2012-02-17,40409.5,False
1,10,2012-02-24,37507.44,False
1,10,2012-03-02,39036.14,False
1,10,2012-03-16,33405.1,False
1,10,2012-04-06,36666.29,False
1,10,2012-04-27,29433.27,False
1,10,2012-05-04,35800.66,False
1,10,2012-05-11,32271.72,False
1,10,2012-05-18,30339.17,False
1,10,2012-05-25,34203.35,False
1,10,2012-06-01,37294.14,False
1,10,2012-06-08,36155.27,False
1,10,2012-06-22,32851.06,False
1,10,2012-06-29,33135.34,False
1,10,2012-07-13,31430.55,False
1,10,2012-07-20,29187.22,False
1,10,2012-07-27,30594.53,False
1,10,2012-08-03,32794.21,False
1,10,2012-08-10,33834.22,False
1,10,2012-08-17,29723.55,False
1,10,2012-08-24,27884.19,False
1,10,2012-09-14,31705.09,False
1,10,2012-09-21,29203.63,False
1,10,2012-10-12,27803.78,False
1,10,2012-10-26,26285.27,False
1,11,2011-11-25,28315.7,True
1,11,2011-12-09,38807.31,False
1,11,2011-12-23,31435.36,False
1,11,2012-01-13,24493.4,False
1,11,2012-01-20,20707.62,False
1,11,2012-02-03,22429.17,False
1,11,2012-02-10,25933.04,True
1,11,2012-02-24,21750.64,False
1,11,2012-03-09,23169.16,False
1,11,2012-03-23,24350.67,False
1,11,2012-04-20,21787.83,False
1,11,2012-04-27,20710.01,False
1,11,2012-05-04,31670.38,False
1,11,2012-05-11,28842.32,False
1,11,2012-05-18,23346.03,False
1,11,2012-06-01,32406.68,False
1,11,2012-06-08,35861.22,False
1,11,2012-06-15,27802.84,False
1,11,2012-06-22,26407.67,False
1,11,2012-06-29,44553.45,False
1,11,2012-07-06,36266.25,False
1,11,2012-07-20,26026.46,False
1,11,2012-08-03,27759.99,False
1,11,2012-08-10,24145.93,False
1,11,2012-08-17,20281.68,False
1,11,2012-08-24,20462.68,False
1,11,2012-08-31,21103.42,False
1,11,2012-09-21,18161.43,False
1,11,2012-10-05,22374.18,False
1,11,2012-10-12,21857.09,False
1,11,2012-10-19,18259.82,False
1,11,2012-10-26,22399.83,False
1,12,2011-11-25,7816.44,True
1,12,2011-12-02,7587.6,False
1,12,2011-12-16,7784.82,False
1,12,2011-12-23,8311.17,False
1,12,2011-12-30,7699.0,True
1,12,2012-01-06,7634.97,False
1,12,2012-01-20,9296.13,False
1,12,2012-02-03,9612.87,False
1,12,2012-02-10,9587.35,True
1,12,2012-02-24,11284.27,False
1,12,2012-03-02,11994.48,False
1,12,2012-03-16,12178.8,False
1,12,2012-04-06,10747.37,False
1,12,2012-04-13,10565.39,False
1,12,2012-04-20,11730.26,False
1,12,2012-05-11,11420.63,False
1,12,2012-05-25,12748.13,False
1,12,2012-06-01,11542.81,False
1,12,2012-06-08,10742.68,False
1,12,2012-06-15,11177.52,False
1,12,2012-06-22,9606.33,False
1,12,2012-06-29,11816.35,False
1,12,2012-07-06,13887.61,False
1,12,2012-07-13,9318.1,False
1,12,2012-07-20,12565.06,False
1,12,2012-08-03,11298.13,False
1,12,2012-08-10,10605.66,False
1,12,2012-08-17,11447.03,False
1,12,2012-08-24,10723.59,False
1,12,2012-08-31,10591.46,False
1,12,2012-09-07,12566.45,True
1,12,2012-09-14,10484.08,False
1,12,2012-09-21,9448.14,False
1,12,2012-09-28,11013.77,False
1,12,2012-10-26,8658.41,False
1,13,2011-11-11,37255.89,False
1,13,2011-12-02,37507.93,False
1,13,2011-12-16,32782.17,False
1,13,2011-12-23,36950.91,False
1,13,2011-12-30,32871.95,True
1,13,2012-01-20,37433.66,False
1,13,2012-02-03,43478.58,False
1,13,2012-02-17,38622.92,False
1,13,2012-02-24,40079.43,False
1,13,2012-03-02,44565.32,False
1,13,2012-03-09,40001.72,False
1,13,2012-03-16,38322.83,False
1,13,2012-03-30,38696.88,False
1,13,2012-04-06,44270.3,False
1,13,2012-04-20,39499.85,False
1,13,2012-04-27,39077.84,False
1,13,2012-05-04,43561.17,False
1,13,2012-05-11,38895.18,False
1,13,2012-05-18,37857.88,False
1,13,2012-06-01,41462.8,False
1,13,2012-06-08,42304.47,False
1,13,2012-06-15,39024.74,False
1,13,2012-06-22,38945.0,False
1,13,2012-06-29,40099.49,False
1,13,2012-07-06,43326.92,False
1,13,2012-07-13,39276.05,False
1,13,2012-07-20,39396.59,False
1,13,2012-07-27,37423.21,False
1,13,2012-08-03,44708.45,False
1,13,2012-08-10,42241.23,False
1,13,2012-08-17,41658.4,False
1,13,2012-08-24,39231.62,False
1,13,2012-08-31,40940.78,False
1,13,2012-09-14,38759.47,False
1,13,2012-09-21,39746.87,False
1,13,2012-09-28,39793.41,False
1,13,2012-10-05,43746.89,False
1,13,2012-10-12,38015.36,False
1,13,2012-10-19,38341.15,False
1,14,2011-11-18,17803.49,False
1,14,2011-11-25,39773.89,True
1,14,2011-12-02,18110.97,False
1,14,2011-12-16,28845.68,False
1,14,2011-12-23,46096.24,False
1,14,2011-12-30,25846.86,True
1,14,2012-01-06,14585.64,False
1,14,2012-01-13,14311.83,False
1,14,2012-01-20,12695.7,False
1,14,2012-01-27,12684.05,False
1,14,2012-02-03,15583.82,False
1,14,2012-02-10,18292.4,True
1,14,2012-02-17,21324.12,False
1,14,2012-02-24,18574.25,False
1,14,2012-03-09,16528.29,False
1,14,2012-03-23,12771.12,False
1,14,2012-03-30,14690.27,False
1,14,2012-04-06,15652.72,False
1,14,2012-04-13,14933.13,False
1,14,2012-04-20,13575.69,False
1,14,2012-05-04,16193.63,False
1,14,2012-05-11,15537.79,False
1,14,2012-05-18,16326.55,False
1,14,2012-05-25,14186.59,False
1,14,2012-06-01,14903.87,False
1,14,2012-06-08,12858.85,False
1,14,2012-06-15,14117.36,False
1,14,2012-06-22,13158.38,False
1,14,2012-07-13,14332.72,False
1,14,2012-07-27,12706.52,False
1,14,2012-08-17,12419.06,False
1,14,2012-08-24,11041.63,False
1,14,2012-09-07,13711.08,True
1,14,2012-09-14,11596.1,False
1,14,2012-09-21,12193.8,False
1,14,2012-09-28,12037.66,False
1,14,2012-10-12,11450.64,False
1,14,2012-10-19,12035.51,False
1,14,2012-10-26,11150.0,False
1,16,2011-11-11,5913.03,False
1,16,2011-11-18,4643.82,False
1,16,2011-11-25,8400.69,True
1,16,2011-12-02,5715.31,False
1,16,2011-12-09,5024.36,False
1,16,2011-12-16,4613.92,False
1,16,2011-12-23,6233.78,False
1,16,2012-01-06,6258.08,False
1,16,2012-01-13,5894.86,False
1,16,2012-01-27,6108.82,False
1,16,2012-02-03,9873.73,False
1,16,2012-02-17,12648.11,False
1,16,2012-02-24,19874.3,False
1,16,2012-03-02,30451.14,False
1,16,2012-03-09,32633.81,False
1,16,2012-03-16,44960.02,False
1,16,2012-03-23,45184.22,False
1,16,2012-03-30,55275.59,False
1,16,2012-04-06,59512.97,False
1,16,2012-04-13,55347.73,False
1,16,2012-04-20,42816.54,False
1,16,2012-04-27,41926.36,False
1,16,2012-05-04,43970.7,False
1,16,2012-05-25,42922.55,False
1,16,2012-06-08,34785.29,False
1,16,2012-06-15,32898.46,False
1,16,2012-06-22,36362.45,False
1,16,2012-07-06,42679.2,False
1,16,2012-07-13,22880.3,False
1,16,2012-07-27,23838.33,False
1,16,2012-08-03,25418.49,False
1,16,2012-08-10,21677.85,False
1,16,2012-08-24,18393.12,False
1,16,2012-08-31,16797.62,False
1,16,2012-09-07,20473.94,True
1,16,2012-09-14,14646.37,False
1,16,2012-09-21,13415.51,False
1,16,2012-10-05,11320.41,False
1,16,2012-10-12,10525.66,False
1,16,2012-10-19,9518.43,False
1,16,2012-10-26,9934.63,False
1,17,2011-11-18,9558.5,False
1,17,2011-11-25,12329.5,True
1,17,2011-12-02,9490.05,False
1,17,2011-12-09,10484.57,False
1,17,2011-12-16,11642.24,False
1,17,2011-12-23,18463.27,False
1,17,2012-01-20,7968.85,False
1,17,2012-02-03,8128.57,False
1,17,2012-02-10,10461.07,True
1,17,2012-02-24,9309.63,False
1,17,2012-03-09,11553.98,False
1,17,2012-03-16,8523.56,False
1,17,2012-03-23,7456.66,False
1,17,2012-03-30,8433.01,False
1,17,2012-04-06,8662.4,False
1,17,2012-04-13,6936.35,False
1,17,2012-04-20,8559.84,False
1,17,2012-05-04,9064.6,False
1,17,2012-05-11,7964.29,False
1,17,2012-05-18,9308.53,False
1,17,2012-06-01,7197.38,False
1,17,2012-06-08,8589.19,False
1,17,2012-06-15,6676.87,False
1,17,2012-06-22,7468.47,False
1,17,2012-07-06,8053.74,False
1,17,2012-07-13,7386.64,False
1,17,2012-07-27,8435.09,False
1,17,2012-08-03,7809.58,False
1,17,2012-08-10,8441.34,False
1,17,2012-08-17,8710.04,False
1,17,2012-08-24,9523.9,False
1,17,2012-09-14,7075.73,False
1,17,2012-09-28,7155.75,False
1,17,2012-10-05,9040.52,False
1,17,2012-10-12,7908.36,False
1,17,2012-10-19,7640.43,False
1,18,2011-11-11,10170.41,False
1,18,2011-11-25,30543.19,True
1,18,2011-12-02,47731.67,False
1,18,2011-12-16,33932.27,False
1,18,2011-12-23,22602.34,False
1,18,2011-12-30,21444.65,True
1,18,2012-01-06,7018.32,False
1,18,2012-01-13,1700.85,False
1,18,2012-01-20,1468.65,False
1,18,2012-02-03,3558.71,False
1,18,2012-02-10,12687.47,True
1,18,2012-02-24,1973.92,False
1,18,2012-03-02,1316.04,False
1,18,2012-03-09,1126.04,False
1,18,2012-03-23,2280.34,False
1,18,2012-03-30,3667.66,False
1,18,2012-04-06,14283.73,False
1,18,2012-04-13,5136.25,False
1,18,2012-04-20,61.56,False
1,18,2012-05-04,-1.27,False
1,18,2012-05-11,4.58,False
1,18,2012-05-25,1.97,False
1,18,2012-06-01,0.2,False
1,18,2012-06-08,4.97,False
1,18,2012-07-20,2.91,False
1,18,2012-08-17,9.97,False
1,18,2012-08-24,4.97,False
1,18,2012-09-07,4.97,True
1,18,2012-09-14,649.09,False
1,18,2012-09-28,4867.7,False
1,18,2012-10-05,7291.46,False
1,18,2012-10-12,8171.79,False
1,19,2011-11-11,932.24,False
1,19,2011-11-25,831.4,True
1,19,2011-12-02,1414.06,False
1,19,2011-12-09,1749.04,False
1,19,2011-12-23,1904.53,False
1,19,2012-01-13,758.08,False
1,19,2012-01-20,714.21,False
1,19,2012-01-27,720.98,False
1,19,2012-02-03,1175.9,False
1,19,2012-02-24,988.95,False
1,19,2012-03-16,1273.4,False
1,19,2012-03-23,1057.43,False
1,19,2012-03-30,973.05,False
1,19,2012-04-06,875.56,False
1,19,2012-04-13,753.73,False
1,19,2012-04-20,1162.5,False
1,19,2012-05-04,1155.4,False
1,19,2012-05-11,1848.79,False
1,19,2012-05-18,1441.88,False
1,19,2012-05-25,1036.21,False
1,19,2012-06-01,1406.0,False
1,19,2012-06-22,1174.7,False
1,19,2012-06-29,1040.98,False
1,19,2012-07-06,1195.29,False
1,19,2012-07-13,1003.66,False
1,19,2012-07-20,955.74,False
1,19,2012-07-27,1016.28,False
1,19,2012-08-03,901.62,False
1,19,2012-08-17,1192.39,False
1,19,2012-08-31,900.06,False
1,19,2012-09-07,1225.7,True
1,19,2012-10-05,1192.58,False
1,19,2012-10-19,1247.56,False
1,19,2012-10-26,1640.81,False
1,20,2011-11-18,2690.25,False
1,20,2011-11-25,5425.0,True
1,20,2011-12-09,2944.45,False
1,20,2011-12-23,5524.27,False
1,20,2012-01-06,3246.33,False
1,20,2012-01-20,3937.59,False
1,20,2012-01-27,3364.8,False
1,20,2012-02-03,4206.91,False
1,20,2012-02-17,5569.54,False
1,20,2012-02-24,4455.36,False
1,20,2012-03-02,5446.7,False
1,20,2012-03-09,7272.2,False
1,20,2012-03-16,5040.41,False
1,20,2012-03-23,3909.02,False
1,20,2012-04-06,3868.02,False
1,20,2012-05-04,4647.31,False
1,20,2012-05-11,4418.12,False
1,20,2012-06-01,4353.92,False
1,20,2012-06-15,3948.1,False
1,20,2012-06-22,5218.84,False
1,20,2012-06-29,4847.43,False
1,20,2012-07-13,3737.06,False
1,20,2012-07-20,4831.71,False
1,20,2012-07-27,3810.16,False
1,20,2012-08-10,4534.37,False
1,20,2012-08-24,3452.67,False
1,20,2012-08-31,4602.26,False
1,20,2012-09-07,4342.34,True
1,20,2012-09-14,3548.56,False
1,20,2012-09-21,3532.28,False
1,20,2012-09-28,3200.54,False
1,20,2012-10-05,4184.73,False
1,20,2012-10-19,3640.07,False
1,20,2012-10-26,2680.53,False
1,21,2011-11-25,10158.02,True
1,21,2011-12-02,7854.17,False
1,21,2011-12-09,9686.83,False
1,21,2011-12-16,10855.44,False
1,21,2012-01-06,7154.5,False
1,21,2012-01-13,7090.86,False
1,21,2012-01-27,6843.13,False
1,21,2012-02-03,8168.45,False
1,21,2012-02-10,8467.27,True
1,21,2012-02-17,9065.08,False
1,21,2012-02-24,8042.3,False
1,21,2012-03-02,9722.09,False
1,21,2012-03-09,7309.95,False
1,21,2012-04-13,7223.96,False
1,21,2012-04-20,6508.01,False
1,21,2012-05-11,7120.67,False
1,21,2012-05-25,6872.63,False
1,21,2012-06-01,7206.04,False
1,21,2012-06-15,7345.49,False
1,21,2012-06-22,7768.11,False
1,21,2012-06-29,6490.2,False
1,21,2012-07-06,7500.71,False
1,21,2012-07-13,6717.31,False
1,21,2012-07-20,6321.9,False
1,21,2012-07-27,6371.95,False
1,21,2012-08-03,6393.77,False
1,21,2012-08-10,6752.85,False
1,21,2012-08-17,6182.36,False
1,21,2012-08-24,6965.28,False
1,21,2012-08-31,7031.77,False
1,21,2012-09-07,8258.47,True
1,21,2012-09-14,8013.36,False
1,21,2012-09-21,7085.79,False
1,21,2012-10-12,7020.8,False
1,22,2011-11-11,6596.53,False
1,22,2011-11-18,7206.64,False
1,22,2011-11-25,20555.07,True
1,22,2011-12-02,7882.59,False
1,22,2011-12-16,9596.7,False
1,22,2011-12-23,16590.12,False
1,22,2011-12-30,10671.89,True
1,22,2012-01-13,8429.49,False
1,22,2012-01-20,6176.87,False
1,22,2012-02-03,9723.63,False
1,22,2012-02-10,11817.34,True
1,22,2012-02-17,10815.19,False
1,22,2012-02-24,8625.07,False
1,22,2012-03-02,11402.9,False
1,22,2012-03-09,11076.38,False
1,22,2012-03-16,7827.86,False
1,22,2012-04-06,7462.34,False
1,22,2012-04-13,5901.71,False
1,22,2012-04-20,7171.34,False
1,22,2012-04-27,6068.54,False
1,22,2012-05-04,7884.36,False
1,22,2012-05-11,6363.42,False
1,22,2012-05-18,6752.83,False
1,22,2012-06-08,6816.23,False
1,22,2012-06-22,7233.96,False
1,22,2012-06-29,6008.22,False
1,22,2012-07-13,5881.8,False
1,22,2012-07-20,6767.52,False
1,22,2012-08-03,7160.87,False
1,22,2012-08-17,7788.49,False
1,22,2012-08-31,5742.4,False
1,22,2012-09-07,7669.83,True
1,22,2012-09-14,5462.99,False
1,22,2012-09-21,5663.49,False
1,22,2012-09-28,6892.92,False
1,22,2012-10-12,8966.16,False
1,22,2012-10-19,8236.39,False
1,22,2012-10-26,8236.88,False
1,23,2011-11-18,19124.1,False
1,23,2011-12-02,24682.22,False
1,23,2011-12-09,33303.15,False
1,23,2011-12-16,32907.32,False
1,23,2011-12-23,51911.82,False
1,23,2011-12-30,23757.52,True
1,23,2012-01-06,17203.25,False
1,23,2012-01-13,15395.96,False
1,23,2012-01-20,13738.46,False
1,23,2012-01-27,13690.78,False
1,23,2012-02-17,25295.03,False
1,23,2012-02-24,20374.68,False
1,23,2012-03-16,19391.07,False
1,23,2012-03-23,19261.99,False
1,23,2012-03-30,23356.66,False
1,23,2012-04-06,24604.49,False
1,23,2012-04-13,20132.49,False
1,23,2012-04-27,17587.72,False
1,23,2012-05-04,21973.08,False
1,23,2012-05-18,18435.16,False
1,23,2012-06-01,23504.62,False
1,23,2012-06-15,24836.02,False
1,23,2012-06-22,26200.55,False
1,23,2012-06-29,23036.0,False
1,23,2012-07-13,18326.49,False
1,23,2012-07-20,18400.73,False
1,23,2012-07-27,18105.68,False
1,23,2012-08-10,21599.34,False
1,23,2012-08-24,25618.62,False
1,23,2012-09-07,17406.85,True
1,23,2012-09-14,14172.52,False
1,23,2012-09-21,15702.02,False
1,23,2012-10-05,19478.62,False
1,23,2012-10-12,21024.28,False
1,23,2012-10-19,17191.96,False
1,23,2012-10-26,21460.58,False
